10.095	17971.489
10.450	13783.924
10.911	9987.886
11.491	6968.119
12.207	4954.353
12.527	3391.560
13.080	5049.127
13.308	6708.985
13.776	9616.452
14.016	5987.984
14.016	4257.474
14.016	3027.076
14.016	1714.519
14.016	1088.021
14.260	773.586
14.384	529.567
14.889	640.052
15.412	406.172
16.658	463.784
17.544	305.682
18.160	190.342
19.292	116.298
20.494	69.723
22.536	43.415
24.782	32.061
26.785	25.061
29.454	18.506
33.239	14.466
36.868	11.969
41.606	9.180
47.770	8.193
55.324	7.453
62.434	6.652
77.478	5.299
95.320	5.199
121.393	4.729
151.950	4.554
191.849	4.554
246.444	4.641
290.386	4.912
363.482	4.912
447.189	5.006
574.447	5.716
731.575	6.404
931.682	7.453
1176.322	8.838
1459.768	10.482
1827.225	12.669
2228.689	15.605
2741.934	20.735
3432.141	24.590
4009.321	28.078
4724.184	38.022
