10.109	255.296
10.162	208.060
10.267	163.880
10.428	129.081
10.647	102.833
10.869	80.082
11.388	61.659
11.994	48.017
12.763	38.691
13.441	32.626
14.156	27.512
15.221	22.937
16.113	19.786
17.236	16.875
18.725	13.910
20.344	11.597
21.874	10.004
24.136	8.532
26.358	7.195
28.785	6.136
32.259	5.116
36.911	4.314
41.153	3.807
46.843	3.322
52.226	3.068
57.927	2.801
65.596	2.646
76.229	2.416
88.585	2.257
100.834	2.157
114.776	2.084
132.691	1.992
151.823	1.882
173.712	1.839
198.758	1.819
225.070	1.738
262.912	1.718
300.819	1.718
338.883	1.699
381.763	1.718
434.548	1.778
487.004	1.778
554.341	1.860
614.854	1.947
696.252	2.061
792.521	2.231
906.785	2.389
1016.247	2.587
1121.359	2.769
1283.035	3.103
1437.915	3.398
1619.861	3.851
1872.712	4.217
2131.646	4.889
2438.984	5.540
2747.600	6.207
3095.266	6.954
3433.153	7.703
3827.703	8.532
4245.545	9.345
4612.429	10.234
4933.744	10.710
